sku,centro,week,discount_rate,model_depth,depth_delta,model_prob,units_sold,gross_revenue
HK1131056NSOF080,AB75,2024-09-02,0.14999722206789265,0.15090506,0.0009078357200025533,0.99988055,1.0,152992.0
HK1131056NSOF085,7501,2024-11-11,0.14999722206789265,0.15117839,0.0011811677197813009,0.9998841,1.0,152992.0
HK1131056NSOF085,AB75,2024-07-15,0.15000277793210734,0.15312123,0.0031184550543428557,0.99985814,1.0,152991.0
HK1131056NSOF090,7501,2024-12-09,0.14999729715119736,0.15008523,8.792855013473044e-05,0.99992526,1.0,157242.0
HK1131056NSOF090,AB75,2024-07-29,0.3,0.30087435,0.0008743524551391713,0.99985826,1.0,125993.0
HK1134150BBLC080,AB75,2024-01-22,0.14999166527754626,0.14915179,-0.0008398781157191726,0.99991727,1.0,50992.0
HK1134150BBLC080,AB75,2024-07-22,0.14999166527754626,0.14800146,-0.00199020305640063,0.99989283,1.0,50992.0
HK1134150BBLC090,AB75,2024-01-08,0.14999166527754626,0.14915292,-0.0008387456274684402,0.9998996,1.0,50992.0
HK1134150BBLC090,AB75,2024-01-15,0.14999166527754626,0.14211856,-0.007873106989925716,0.99991894,1.0,50992.0
HK1134150BBLC100,AB75,2023-08-21,0.14999166527754626,0.15298471,0.002993043270045903,0.029290965,1.0,50992.0
HK1134150BBLC100,AB75,2024-01-29,0.14999166527754626,0.14619213,-0.0037995318508800002,0.9999368,1.0,50992.0
HK1134150BBLC100,AB75,2024-10-21,0.14999166527754626,0.14470455,-0.005287114772861812,0.99989843,1.0,50992.0
HK1134235BWHT055,7501,2025-11-03,0.19994666311087406,0.1993925,-0.000554165571353793,0.99985373,1.0,120000.0
HK1134235BWHT055,7501,2025-12-08,0.19994666311087406,0.20124075,0.0012940850561639072,0.9999362,1.0,120000.0
HK1134235BWHT055,7502,2025-11-24,0.19994666311087406,0.20228936,0.0023426946705361607,0.99992406,1.0,120000.0
HK1134235BWHT055,AB75,2025-11-10,0.14999666644442963,0.1523741,0.002377437220922235,0.9998791,1.0,127492.0
HK1134235BWHT060,7501,2025-12-15,0.19994666311087406,0.2016358,0.0016891297405740024,0.9999194,1.0,120000.0
HK1134235BWHT065,7501,2025-12-29,0.19994666311087406,0.19863157,-0.0013150933677176235,0.9999281,1.0,120000.0
HK1134235BWHT065,7502,2025-12-15,0.19994666311087406,0.19975802,-0.00018864008726870996,0.9999143,1.0,120000.0
HK1134235BWHT065,7502,2026-01-05,0.19994666311087406,0.19936769,-0.0005789760047415493,0.99994683,1.0,120000.0
HK1134235BWHT065,AB75,2026-01-05,0.14999666644442963,0.1527413,0.002744631635061029,0.9999242,1.0,127492.0
HK1134235BWHT070,7501,2025-12-22,0.19994666311087406,0.19878024,-0.0011664244824866055,0.9999281,1.0,120000.0
HK1134235BWHT070,7501,2025-12-29,0.19994666311087406,0.19906111,-0.000885552495143771,0.99992096,1.0,120000.0
HK1134235BWHT070,7501,2026-01-05,0.19994666311087406,0.20489877,0.004952111512996793,0.9999372,1.0,120000.0
HK1134235BWHT070,7501,2026-03-02,0.2999533302220148,0.29834285,-0.0016104764374536562,0.9999459,1.0,105000.0
HK1134235BWHT070,7501,2026-03-09,0.2999533302220148,0.29637346,-0.003579873505477338,0.99991965,1.0,105000.0
HK1134235BWHT075,7501,2026-03-02,0.2999533302220148,0.30540845,0.005455117758865924,0.99990416,2.0,210000.0
HK1134235BWHT075,7502,2026-02-16,0.19994666311087406,0.20390041,0.003953748614170194,0.9998872,2.0,240000.0
HK1134235BWHT075,7502,2026-03-02,0.2999533302220148,0.30141306,0.0014597290126043272,0.9999311,2.0,210000.0
HK1134235BWHT075,AB75,2025-12-22,0.14999666644442963,0.15202479,0.002028124200216058,0.99988544,1.0,127492.0
HK1134235BWHT075,AB75,2026-01-12,0.14999666644442963,0.14896894,-0.0010277314316122499,0.9999372,1.0,127492.0
HK1134235BWHT075,AB75,2026-03-02,0.07499833322221482,0.10568247,0.030684136682207944,0.9999052,2.0,277482.0
HK1134235BWHT080,7501,2025-11-24,0.11108230239276984,0.12657234,0.015490038334082579,0.999902,2.0,239990.0
HK1134235BWHT080,7501,2025-12-01,0.19994666311087406,0.19695929,-0.0029873761826971768,0.9998348,2.0,240000.0
HK1134235BWHT080,7501,2025-12-15,0.19994666311087406,0.20534919,0.005402528912403226,0.99992216,1.0,120000.0
HK1134235BWHT080,7502,2025-10-20,0.19994666311087406,0.19980718,-0.00013948115649020654,0.9999299,1.0,120000.0
HK1134235BWHT080,7502,2025-12-15,0.19994666311087406,0.19759384,-0.002352825134418368,0.99992645,1.0,120000.0
HK1134235BWHT080,7502,2026-01-05,0.19994666311087406,0.20036192,0.000415259272434354,0.99993694,1.0,120000.0
HK1134235BWHT080,7502,2026-01-19,0.19994666311087406,0.20232771,0.0023810502594491245,0.9999114,1.0,120000.0
HK1134235BWHT080,AB75,2025-09-29,0.14999666644442963,0.15239412,0.0023974494804055724,0.9998617,1.0,127492.0
HK1134235BWHT080,AB75,2026-02-02,0.14999666644442963,0.1480861,-0.0019105656277029481,0.9999349,1.0,127492.0
HK1134235BWHT080,AB75,2026-02-16,0.07499833322221482,0.108828746,0.03383041256016052,0.99993014,2.0,277482.0
HK1134235BWHT085,7502,2025-10-13,0.19994666311087406,0.19992551,-2.11510354498623e-05,0.9998814,1.0,120000.0
HK1134235BWHT090,7501,2026-01-05,0.19994666311087406,0.20185247,0.0019058075254937412,0.999926,1.0,120000.0
HK1134235BWHT090,7502,2025-10-27,0.19994666311087406,0.20237663,0.0024299707716485264,0.99981123,1.0,120000.0
HK1134235BWHT095,AB75,2026-02-09,0.14999666644442963,0.15282843,0.002831758724561456,0.99987376,1.0,127492.0
HK1134497CVOR080,AB75,2024-01-15,0.2,0.19608131,-0.003918689489364635,0.9999186,1.0,103992.0
HK1134497CVOR085,AB75,2023-08-21,0.1499961535502731,0.15330447,0.003308319015377842,0.07317869,1.0,110492.0
HK1134497CVOR085,AB75,2023-10-23,0.1499961535502731,0.14735207,-0.002644083933955349,0.9998934,1.0,110492.0
HK1134497CVOR085,AB75,2023-11-06,0.1499961535502731,0.148089,-0.0019071470071136132,0.9999243,1.0,110492.0
HK1134497CVOR090,AB75,2023-08-21,0.1499961535502731,0.15330447,0.003308319015377842,0.07317869,1.0,110492.0
HK1134497CVOR090,AB75,2023-11-06,0.07499807677513655,0.10887965,0.03388157137387697,0.99990034,2.0,240482.0
HK1134497CVOR095,AB75,2023-08-28,0.1499961535502731,0.15242177,0.0024256189297378883,0.97734797,1.0,110492.0
HK1134497CVOR095,AB75,2023-09-04,0.1499961535502731,0.14986023,-0.00013592048180691152,0.99870825,1.0,110492.0
HK1134497CVOR095,AB75,2023-10-02,0.1499961535502731,0.15097567,0.0009795208405197486,0.9997626,1.0,110492.0
HK1134497CVOR095,AB75,2023-10-09,0.1499961535502731,0.15139061,0.0013944585751236305,0.999728,1.0,110492.0
HK1134497CVOR095,AB75,2023-11-13,0.1499961535502731,0.14781813,-0.002178020315295376,0.99984455,1.0,110492.0
HK1134497CVOR095,AB75,2024-01-22,0.1499961535502731,0.1480804,-0.0019157598782836571,0.9998876,1.0,110492.0
HK1134497CVOR100,AB75,2023-09-11,0.1499961535502731,0.1508294,0.00083325104224094,0.9998543,1.0,110492.0
HK1134497CVOR100,AB75,2023-11-13,0.1499961535502731,0.1469567,-0.003039456443911709,0.9999069,1.0,110492.0
HK1134497CVOR100,AB75,2024-01-08,0.1499961535502731,0.14860702,-0.001389137940531887,0.99991655,1.0,110492.0
HK1134497CVOR105,AB75,2023-09-04,0.1499961535502731,0.15239196,0.002395801706188999,0.9980059,1.0,110492.0
HK1134497CVOR110,AB75,2023-09-04,0.1499961535502731,0.15239196,0.002395801706188999,0.9980059,1.0,110492.0
HK1134497CVOR115,AB75,2023-09-04,0.1499961535502731,0.15239196,0.002395801706188999,0.9980059,1.0,110492.0
HK1134497CVOR120,AB75,2023-10-02,0.07499807677513655,0.07667493,0.001676853976187151,0.9998061,2.0,240482.0
HK1134497CVOR120,AB75,2023-10-09,0.07499807677513655,0.06895874,-0.006039339819017012,0.99958116,2.0,240482.0
HK1134497MRZ080,7501,2025-09-01,0.2,0.19799058,-0.0020094186067581288,0.99993837,1.0,115992.0
HK1134497MRZ080,7501,2025-12-01,0.2999517208083316,0.3012208,0.001269083644564517,0.9998882,1.0,101500.0
HK1134497MRZ080,AB75,2025-09-29,0.1499965514863094,0.15198672,0.0019901666914860228,0.99992573,1.0,123242.0
HK1134497MRZ085,7501,2025-10-27,0.40002758810952477,0.41181916,0.011791571875063855,0.9999131,1.0,86990.0
HK1134497MRZ085,AB75,2025-10-06,0.1744115872057936,0.15975784,-0.014653749552633516,0.9999113,2.0,191520.0
HK1134497MRZ090,7501,2025-11-24,0.18180393140420728,0.20526817,0.023464243005659052,0.99992156,3.0,260980.0
HK1134497MRZ090,AB75,2025-09-29,0.1499965514863094,0.15161473,0.0016181741034428099,0.9999325,1.0,123242.0
HK1134497MRZ090,AB75,2025-10-13,0.40002758810952477,0.40051612,0.0004885344700498173,0.99980205,1.0,86990.0
HK1134497MRZ090,AB75,2025-10-20,0.40002758810952477,0.4087946,0.008767023582903821,0.99989676,1.0,86990.0
HK1134497MRZ095,7501,2025-06-16,0.1499965514863094,0.15031843,0.0003218773877064207,0.9999378,1.0,123242.0
HK1134497MRZ095,AB75,2025-05-12,0.1499965514863094,0.15439458,0.004398030427638672,0.9997451,1.0,123242.0
HK1134497MRZ095,AB75,2025-10-13,0.40002758810952477,0.40060726,0.0005796699719113896,0.99978966,1.0,86990.0
HK1134497MRZ095,AB75,2025-10-20,0.40002758810952477,0.40714806,0.007120475073306043,0.9998894,1.0,86990.0
HK1134497MRZ100,7501,2025-11-17,0.40002758810952477,0.40088773,0.0008601396279019902,0.9998888,1.0,86990.0
HK1134497MRZ100,AB75,2025-05-05,0.1499965514863094,0.15340821,0.00341166296357312,0.99983835,1.0,123242.0
HK1134497MRZ100,AB75,2025-06-30,0.1499965514863094,0.14705373,-0.0029428180182536623,0.99992645,1.0,123242.0
HK1134497MRZ100,AB75,2025-10-06,0.10284841643981144,0.096265435,-0.0065829812210004,0.99993026,12.0,1080960.0
HK1134497MRZ105,7501,2025-08-11,0.1499965514863094,0.15119459,0.0011980358635822752,0.9999162,1.0,123242.0
HK1134497MRZ105,7501,2025-10-20,0.4965859714463066,0.48303628,-0.013549691767961891,0.9998388,1.0,72990.0
HK1134497MRZ105,AB75,2025-09-29,0.29657217739154423,0.28421208,-0.012360094767108809,0.99993885,1.0,101990.0
HK1134497MRZ105,AB75,2025-10-06,0.11382273922889737,0.2745034,0.16068067063362096,0.9999496,7.0,630010.0
HK1134497MRZ110,AB75,2025-10-06,0.09284577988897665,0.103544794,0.010699014134060311,0.9999515,9.0,815450.0
HK1134497MRZ110,AB75,2025-10-20,0.40002758810952477,0.4123719,0.01234431554838844,0.9998753,1.0,86990.0
HK1134497MRZ115,AB75,2025-10-06,0.1326687870938125,0.14349799,0.010829201487844914,0.9999409,3.0,264510.0
HK1134497MRZ115,AB75,2025-10-20,0.40002758810952477,0.41319427,0.013166680832354505,0.99987864,1.0,86990.0
HK1134497MRZ120,7501,2025-05-19,0.3,0.30722567,0.007225674390792858,0.9997718,1.0,101493.0
HK1134497MRZ120,AB75,2025-08-04,0.2,0.19891517,-0.0010848313570022694,0.99992573,1.0,115992.0
HK1134497MRZ120,AB75,2025-10-13,0.40002758810952477,0.40494695,0.00491936494871803,0.99980193,1.0,86990.0
HK1134497ONN080,7501,2025-11-24,0.3999586178357128,0.3976656,-0.0022930277878764893,0.9999192,1.0,87000.0
HK1134497ONN085,AB75,2025-03-24,0.10507283136459164,0.11494918,0.00987635031131931,0.99989676,2.0,246982.0
HK1134497ONN095,AB75,2025-03-03,0.1499965514863094,0.15055235,0.0005557958161274412,0.99989045,1.0,123242.0
HK1134497ONN100,7501,2025-04-14,0.1500034485136906,0.15663464,0.006631195160206188,0.99992585,1.0,123241.0
HK1134497ONN110,7501,2025-04-14,0.1500034485136906,0.1575204,0.00751694998389088,0.99988997,1.0,123241.0
HK1134497ONN110,AB75,2025-03-03,0.3,0.30190733,0.0019073307514190785,0.99990356,1.0,101493.0
HK1134497ONN115,7501,2025-03-03,0.0749982757431547,0.074741386,-0.0002568898660222779,0.99975616,2.0,268232.0
HK1134497ONN115,7501,2025-08-25,0.1499965514863094,0.15842918,0.008432624129001282,0.99992573,1.0,123242.0
HK1134497ONN115,AB75,2025-05-12,0.1499965514863094,0.15283298,0.002836433438007019,0.99992573,1.0,123242.0
HK1134497ONN120,7501,2025-05-19,0.0999724118904752,0.10190323,0.001930818061383316,0.99988616,2.0,260990.0
HK1134497TYZ080,7501,2025-11-24,0.3999586178357128,0.39966246,-0.0002961529786113526,0.99993885,1.0,87000.0
HK1134497TYZ080,AB75,2025-10-06,0.08702010968921389,0.079657756,-0.007362353897072932,0.9999292,5.0,424490.0
HK1134497TYZ085,7501,2025-12-15,0.2999517208083316,0.30337602,0.003424298192675479,0.9999012,1.0,101500.0
HK1134497TYZ085,AB75,2025-10-06,0.18561335902376364,0.19079418,0.005180825780199072,0.99992585,2.0,177520.0
HK1134497TYZ090,7501,2025-10-06,0.40002758810952477,0.41158932,0.01156173636480995,0.9998822,1.0,86990.0
HK1134497TYZ090,7501,2025-11-24,0.3999586178357128,0.40030125,0.00034262999944650874,0.99991703,1.0,87000.0
HK1134497TYZ090,7501,2026-01-12,0.499965514863094,0.5081441,0.008178565775791513,0.9998586,1.0,72500.0
HK1134497TYZ090,7501,2026-02-16,0.3340860908839524,0.39295664,0.058870553412693705,0.99988425,2.0,144490.0
HK1134497TYZ095,7501,2026-01-19,0.3340860908839524,0.3156285,-0.018457592091304098,0.999902,2.0,144490.0
HK1134497TYZ095,AB75,2025-11-24,0.02,0.029170902,0.00917090244591236,0.9999137,5.0,426251.0
HK1134497TYZ100,7501,2025-09-22,0.2,0.19749719,-0.0025028109550476185,0.99985206,1.0,115992.0
HK1134497TYZ100,7501,2026-01-12,0.499965514863094,0.5094046,0.009439084803501474,0.9998646,1.0,72500.0
HK1134497TYZ100,AB75,2025-11-24,0.055175940350334754,0.066879,0.01170305643912066,0.99990654,9.0,794512.0
HK1134497TYZ105,7501,2025-10-06,0.40002758810952477,0.4039852,0.003957614202944715,0.99991024,1.0,86990.0
HK1134497TYZ105,7501,2025-12-15,0.2999517208083316,0.32196242,0.022010695363695987,0.9999182,1.0,101500.0
HK1134497TYZ105,7501,2025-12-22,0.2999517208083316,0.3205208,0.020569067622836,0.99988663,1.0,101500.0
HK1134497TYZ110,7501,2025-11-24,0.3999586178357128,0.39787146,-0.00208715334482229,0.9999188,2.0,174000.0
HK1134497TYZ115,7501,2025-11-24,0.3999586178357128,0.39966246,-0.0002961529786113526,0.99993443,1.0,87000.0
HK1134497TYZ115,7502,2026-01-05,0.2999517208083316,0.30220813,0.002256404782946475,0.999915,1.0,101500.0
HK1134497TYZ115,AB75,2025-12-01,0.09091764115747562,0.093409844,0.0024922025853718194,0.9998752,3.0,289970.0
HK1134497TYZ120,AB75,2025-10-06,0.2790537278432995,0.28526244,0.006208707831367843,0.99987185,1.0,104530.0
HK1134498DRZY055,7501,2025-07-14,0.2999517208083316,0.3049215,0.0049697870270565825,0.99991906,1.0,101500.0
HK1134498DRZY055,7501,2025-08-18,0.2999517208083316,0.30315077,0.003199052240069278,0.9999192,1.0,101500.0
HK1134498DRZY055,7501,2025-10-13,0.4965859714463066,0.48172736,-0.01485860976722947,0.9998951,1.0,72990.0
HK1134498DRZY060,7501,2025-06-16,0.2999517208083316,0.3036,0.003648292447741397,0.99995375,1.0,101500.0
HK1134498DRZY060,7501,2025-07-14,0.2999517208083316,0.30355743,0.0036057049290493803,0.9999403,1.0,101500.0
HK1134498DRZY060,7501,2025-09-01,0.2999517208083316,0.2992102,-0.0007415300353213472,0.99993193,1.0,101500.0
HK1134498DRZY060,7501,2025-09-29,0.2999517208083316,0.3010397,0.0010879749314144926,0.9999416,1.0,101500.0
HK1134498DRZY060,7501,2025-10-13,0.2999517208083316,0.3038564,0.0039046818272427397,0.999944,1.0,101500.0
HK1134498DRZY060,AB75,2025-06-02,0.2,0.20060968,0.0006096839904785045,0.9998605,1.0,115992.0
HK1134498DRZY060,AB75,2025-10-06,0.0658569831375492,0.07186601,0.006009029972134788,0.9999081,7.0,609930.0
HK1134498DRZY065,7501,2025-06-16,0.2999517208083316,0.30330488,0.0033531600491360503,0.9999516,1.0,101500.0
HK1134498DRZY065,7501,2025-07-14,0.2999517208083316,0.30255243,0.002600711013491519,0.99993587,1.0,101500.0
HK1134498DRZY065,7501,2025-08-18,0.2999517208083316,0.30172655,0.0017748290554837065,0.9999181,1.0,101500.0
HK1134498DRZY065,7501,2025-09-01,0.2999517208083316,0.30441093,0.004459213639910586,0.9999392,1.0,101500.0
HK1134498DRZY065,7501,2025-09-29,0.2999517208083316,0.30165586,0.0017041379467800932,0.99993515,1.0,101500.0
HK1134498DRZY065,7501,2025-10-06,0.2999517208083316,0.30280873,0.0028570109860256987,0.99991965,1.0,101500.0
HK1134498DRZY065,7501,2025-10-13,0.40002758810952477,0.39932334,-0.0007042438788729122,0.9998708,1.0,86990.0
HK1134498DRZY065,AB75,2025-10-06,0.043482987281226224,0.13024631,0.0867633241449365,0.9999465,3.0,263970.0
HK1134498DRZY065,AB75,2025-10-13,0.40002758810952477,0.4043788,0.004351213474719007,0.99983215,1.0,86990.0
HK1134498DRZY065,AB75,2025-10-20,0.25002155358220535,0.37537268,0.12535112445925278,0.99981743,2.0,173980.0
HK1134498DRZY065,AB75,2025-11-10,0.40002758810952477,0.40526628,0.0052386968331021855,0.9998895,2.0,173980.0
HK1134498DRZY070,7501,2025-06-16,0.2999517208083316,0.30330488,0.0033531600491360503,0.9999516,1.0,101500.0
HK1134498DRZY070,7501,2025-08-11,0.2999517208083316,0.30310112,0.0031494015709713774,0.999951,1.0,101500.0
HK1134498DRZY070,7501,2025-08-18,0.2999517208083316,0.3026176,0.0026658886925534087,0.9999206,1.0,101500.0
HK1134498DRZY070,7501,2025-08-25,0.2999517208083316,0.30363157,0.0036798531071499663,0.9999455,1.0,101500.0
HK1134498DRZY070,7501,2025-09-01,0.2999517208083316,0.30577233,0.005820613528902896,0.9999517,1.0,101500.0
HK1134498DRZY070,AB75,2025-10-13,0.40002758810952477,0.4099464,0.00991882373854347,0.9998908,1.0,86990.0
HK1134498DRZY075,7501,2025-06-16,0.2999517208083316,0.3052758,0.005324077035601504,0.999946,2.0,203000.0
HK1134498DRZY075,7501,2025-07-07,0.2999517208083316,0.3030597,0.003107976342852481,0.99991715,2.0,203000.0
HK1134498DRZY075,7501,2025-07-21,0.2999517208083316,0.3029954,0.003043692733462222,0.9999317,1.0,101500.0
HK1134498DRZY075,7501,2025-07-28,0.2999517208083316,0.30541992,0.005468201066668399,0.99991393,1.0,101500.0
HK1134498DRZY075,7501,2025-08-11,0.2999517208083316,0.30529273,0.005341004754717715,0.9999269,1.0,101500.0
HK1134498DRZY075,7501,2025-08-18,0.2999517208083316,0.30526578,0.005314063455279239,0.9999304,1.0,101500.0
HK1134498DRZY075,7501,2025-08-25,0.2999517208083316,0.2982489,-0.0017028337462588472,0.99993443,1.0,101500.0
HK1134498DRZY075,7501,2025-09-08,0.2999517208083316,0.30391482,0.0039630943791226225,0.9999175,1.0,101500.0
HK1134498DRZY080,7501,2025-06-16,0.2999517208083316,0.30180806,0.0018563384072140532,0.9999497,2.0,203000.0
HK1134498DRZY080,7501,2025-07-14,0.2999517208083316,0.30222416,0.002272438432391055,0.99990916,2.0,203000.0
HK1134498DRZY080,7501,2025-07-28,0.2999517208083316,0.30472124,0.00476951542061127,0.9999238,1.0,101500.0
HK1134498DRZY080,7501,2025-08-04,0.2999517208083316,0.3050879,0.005136173392947085,0.9999118,1.0,101500.0
HK1134498DRZY080,7501,2025-08-11,0.2999517208083316,0.30579844,0.005846720363314517,0.99994016,1.0,101500.0
HK1134498DRZY080,7501,2025-09-08,0.2999517208083316,0.30082718,0.0008754545704678374,0.9998889,2.0,203000.0
HK1134498DRZY080,7501,2025-09-22,0.2999517208083316,0.30135274,0.0014010185257748442,0.99994624,1.0,101500.0
HK1134498DRZY080,7501,2025-09-29,0.2999517208083316,0.3024032,0.0024514907852963286,0.999902,1.0,101500.0
HK1134498DRZY080,7501,2025-10-20,0.2999517208083316,0.30038396,0.0004322344319180327,0.9999187,2.0,203000.0
HK1134498DRZY080,7501,2025-10-27,0.2999517208083316,0.3002059,0.0002541655556515532,0.9999341,1.0,101500.0
HK1134498DRZY080,AB75,2025-10-13,0.40002758810952477,0.41515115,0.015123560924975354,0.9998833,1.0,86990.0
HK1134498DRZY085,7501,2025-07-21,0.2999517208083316,0.30363128,0.0036795550839260893,0.99992144,1.0,101500.0
HK1134498DRZY085,7501,2025-08-04,0.2999517208083316,0.30377904,0.0038273149983242827,0.9999373,1.0,101500.0
HK1134498DRZY085,7501,2025-08-11,0.2999517208083316,0.3046826,0.004730891610796817,0.9999461,1.0,101500.0
HK1134498DRZY085,7501,2025-08-18,0.2999517208083316,0.3046378,0.004686068917925723,0.99992764,1.0,101500.0
HK1134498DRZY085,7501,2025-09-08,0.2999517208083316,0.30451542,0.004563700582201846,0.99992263,1.0,101500.0
HK1134498DRZY085,AB75,2025-04-28,0.1499965514863094,0.15233909,0.0023425344502369383,0.99985766,1.0,123242.0
HK1134498DRZY085,AB75,2025-10-06,0.0223488657950609,0.07650769,0.05415882177360365,0.99992585,6.0,524940.0
HK1134498DRZY090,7501,2025-07-07,0.2999517208083316,0.3016793,0.0017275923744992094,0.9999472,1.0,101500.0
HK1134498DRZY090,7501,2025-07-14,0.2999517208083316,0.30101478,0.0010630601898983794,0.9999473,1.0,101500.0
HK1134498DRZY090,7501,2025-07-28,0.2999517208083316,0.30090418,0.0009524637715176421,0.9999269,1.0,101500.0
HK1134498DRZY090,7501,2025-08-11,0.2999517208083316,0.30212504,0.0021733159081295805,0.9999031,3.0,304500.0
HK1134498DRZY090,7501,2025-09-01,0.2999517208083316,0.29975012,-0.00020160136062347123,0.9999002,2.0,203000.0
HK1134498ESK055,7501,2025-06-23,0.3999586178357128,0.4027339,0.0027752743666645263,0.99990547,1.0,87000.0
HK1134498ESK075,AB75,2024-12-16,0.1499965514863094,0.15245554,0.0024589870249668577,0.9998462,1.0,123242.0
HK1134498ESK080,AB75,2024-12-16,0.0749982757431547,0.07697645,0.0019781725543459167,0.99986815,2.0,268232.0
HK1134498ESK090,AB75,2024-12-16,0.1499965514863094,0.15245554,0.0024589870249668577,0.9998462,1.0,123242.0
HK1134498FDSP070,7501,2025-11-24,0.3999586178357128,0.40189603,0.0019374118750568603,0.9999274,1.0,87000.0
HK1134498FDSP070,7501,2026-01-26,0.499965514863094,0.5122459,0.01228037861529957,0.999889,1.0,72500.0
HK1134498FDSP075,7501,2025-11-24,0.24997844641779463,0.25764066,0.0076622133913179236,0.9999316,2.0,173990.0
HK1134498FDSP075,7501,2025-12-15,0.1499965514863094,0.2132345,0.06323794761056103,0.9999198,1.0,123242.0
HK1134498FDSP080,7501,2025-12-22,0.2999517208083316,0.30138904,0.001437317754443057,0.9999424,1.0,101500.0
HK1134498FDSP080,AB75,2025-12-08,0.1499965514863094,0.16055912,0.010562566307727478,0.9998566,1.0,123242.0
HK1134505DOTN080,AB75,2024-12-16,0.14999705865050886,0.15159024,0.001593184331401848,0.9998011,1.0,144492.0
HK1134505DOTN090,7501,2025-02-03,0.14999705865050886,0.14787164,-0.0021254153456840286,0.99965155,2.0,288984.0
HK1134505DOTN090,7501,2025-03-31,0.1,0.12688728,0.02688727676868438,0.9999262,1.0,137691.0
HK1134505DOTN090,7501,2025-06-16,0.2,0.20016319,0.00016318559646605335,0.9999261,1.0,135992.0
HK1134505DOTN095,7501,2025-03-17,0.14999705865050886,0.14519528,-0.004801783105388618,0.9999021,1.0,144492.0
HK1134505DOTN100,7501,2025-02-03,0.14999705865050886,0.1491859,-0.000811162730709053,0.99991965,1.0,144492.0
HK1134505DOTN110,AB75,2024-12-16,0.14999705865050886,0.15159024,0.001593184331401848,0.9998011,1.0,144492.0
HK1134505DOTN115,7501,2025-04-07,0.15000294134949116,0.15522783,0.005224883696094473,0.99991345,1.0,144491.0
HK1134505DOTN115,7501,2025-05-05,0.14999705865050886,0.15184851,0.0018514512572136155,0.9999429,1.0,144492.0
HK1134505DOTN115,AB75,2025-01-06,0.14999705865050886,0.1520514,0.002054345468029045,0.9998653,1.0,144492.0
HK1134505DOTN120,AB75,2025-01-06,0.14999705865050886,0.1520514,0.002054345468029045,0.9999336,1.0,144492.0
HK1134506DEGG060,7501,2024-12-16,0.14999705865050886,0.15159222,0.0015951661858406296,0.9997979,1.0,144492.0
HK1134506DEGG060,7501,2026-02-02,0.3999647038061062,0.39298475,-0.0069799559194484995,0.99989676,1.0,102000.0
HK1134506DEGG070,7501,2025-06-09,0.29995882110712396,0.30232987,0.0023710469711078486,0.9999149,1.0,119000.0
HK1134506DEGG070,7501,2025-09-08,0.29995882110712396,0.3029457,0.0029868821609271845,0.99991584,2.0,238000.0
HK1134506DEGG075,7501,2025-07-14,0.29995882110712396,0.3066949,0.00673607392194403,0.9999261,1.0,119000.0
HK1134506DEGG075,7501,2025-09-08,0.29995882110712396,0.30341735,0.0034585337150348505,0.999941,1.0,119000.0
HK1134506DEGG075,7501,2025-10-06,0.29995882110712396,0.30519992,0.00524110002401007,0.9999093,1.0,119000.0
HK1134506DEGG080,7501,2025-09-01,0.29995882110712396,0.3019954,0.002036575506950744,0.99994254,1.0,119000.0
HK1134506DEGG080,7501,2025-09-15,0.29995882110712396,0.30319878,0.003239963482643493,0.99990726,1.0,119000.0
HK1134506DEGG080,7501,2025-10-27,0.29995882110712396,0.2999727,1.3891886497863215e-05,0.999931,1.0,119000.0
HK1134506DEGG080,7501,2025-12-22,0.29995882110712396,0.2988003,-0.0011585314762340704,0.9999267,1.0,119000.0
HK1134506DEGG085,7501,2025-06-23,0.29995882110712396,0.30217525,0.0022164325225604853,0.99992645,1.0,119000.0
HK1134506DEGG085,7501,2025-10-06,0.29995882110712396,0.30293146,0.002972636650825866,0.999918,1.0,119000.0
HK1134506DEGG085,7501,2025-10-13,0.29995882110712396,0.30192098,0.001962159107948669,0.9999281,1.0,119000.0
HK1134506DEGG090,7501,2025-07-21,0.29995882110712396,0.30211082,0.002151999901558288,0.9999174,1.0,119000.0
HK1134506DEGG090,7501,2025-09-08,0.29995882110712396,0.30303678,0.0030779580581439814,0.9999368,1.0,119000.0
HK1134516EPRY080,7501,2024-12-16,0.3,0.30117935,0.001179349422454845,0.9999076,1.0,139993.0
HK1134516EPRY085,AB75,2024-05-06,0.14999749987499375,0.15127821,0.0012807127915177852,0.9998331,1.0,169992.0
HK1134516EPRY085,AB75,2024-06-24,0.2,0.19543687,-0.0045631349086761586,0.99989617,1.0,159992.0
HK1134516EPRY090,AB75,2024-01-15,0.2,0.19945106,-0.0005489408969879261,0.99985147,1.0,159992.0
HK1134516EPRY090,AB75,2024-01-29,0.14999749987499375,0.17902675,0.029029252835348657,0.9998405,1.0,169992.0
HK1134516EPRY095,AB75,2024-01-22,0.3,0.30220234,0.0022023439407348744,0.9998659,1.0,139993.0
HK1134516EPRY095,AB75,2024-02-26,0.14999749987499375,0.17145249,0.021454992600515893,0.9999361,1.0,169992.0
HK1134516EPRY110,AB75,2024-05-06,0.14999749987499375,0.15127821,0.0012807127915177852,0.9998331,1.0,169992.0
HK1134516EPRY115,AB75,2024-01-22,0.2,0.19932128,-0.0006787151098251454,0.9998503,1.0,159992.0
HK1134516EPRY115,AB75,2024-05-13,0.14999749987499375,0.16206515,0.01206764847858291,0.9999099,1.0,169992.0
